번호,지역명,정책명,정책유형,정책소개,사업운영기간,사업신청기간,주관기관
984,경기,하반기 청년인턴사업 참여자 추가모집(오산시),일자리,오산시 미취업 청년을 위한 공공부문 경력형성 일자리 제공,,20240801 ~ 20240807,□ 오산시청 지역경제과(031-8036-7568)
985,인천,(동구)청년도전 지원사업,일자리,"구직단념청년 등을 대상으로 노동시장 참여를 위한 맞춤형 역량강화 프로그램 제공구직단념청년 등을 대상으로 맞춤형 역량강화 프로그램을 제공하여 청년의 구직의욕을 고취하고, 노동시장 참여 및 취업 촉진을 지원하는 고용노동부 사업","2024. 3. 19.(화) ~ 10. 31.(목) *프로그램별, 기수별 운영 일정 상이",,인천광역시 동구
986,경기,8월 역량강화 프로그램 '청년 금융'(의정부시),교육,의정부시 청년센터 취창업 프로그램,,20240701 ~ 20240827,□ 의정부시 청년센터(031-828-2438)
987,경기,8월 역량강화 프로그램 '영어회화 기초'(의정부시),교육,의정부시 청년센터 취창업 프로그램,,20240701 ~ 20240802,□ 의정부시 청년센터(031-828-2438)
988,경기,8월 청년취업상담(의정부시),일자리,의정부시 청년센터 취창업 프로그램,,20240701 ~ 20240827,□ 의정부시 청년센터(031-828-2438)
989,경기,3주만에 촘촘히 뽀개는 취뽀전략(의정부시),일자리,의정부시 청년센터 취창업 프로그램,,20240122 ~ 20240813,□ 의정부시 청년센터(031-828-2438)
990,경기,의정부시 청년 정신건강상담,복지.문화,의정부시 청년센터 프로그램,,,□ 의정부시 청년센터(031-828-2440)
991,경기,굿 청년 마을메이커(수원시),복지.문화,수원시 청년 1인가구를 위한 프로그램,,20240703 ~ 20240726,□ 영통종합사회복지관(031-201-8318)
992,경기,영통청년다방 로컬선배시민 멘토링 참여 청년 모집,복지.문화,영통청년다방 로컬선배시민 멘토링 프로그램,,20240717 ~ 20240726,□ 영통종합사회복지관(031-201-8300)
993,경기,경기청년 일본 해외취업 참여자 모집 공고,일자리,경기청년 해외진출 사업 '일본 해외취업' 참여자 모집,,20240722 ~ 20240807,"□ 경기도일자리재단 정책개발추진단 글로벌팀(031-270-9644, 9983)"
994,경기,하계 대학생 행정체험연수 2기 (과천시),일자리,대학생 행정체험,,20240715 ~ 20240719,경기 과천시
995,경기,용인 창업아카데미 「용비아카데미 3기」 모집,일자리,용인시 7개 창업지원기관의 연합 프로그램으로 용인시 BI 연합 스타트업 기초교육 '용비아카데미 3기'를 개최,,20240716 ~ 20240731,"용인시 소재 창업보육센터, 용인시산업진흥원"
996,경기,제4회 군포청년작가전 참여자 모집,참여.권리,지역에 거주하거나 활동하는 시각예술분야 청년작가의 활동과 시민의 문화예술 향유기회 확대를 위한 기획전시「군포청년작가전」사업을 추진,,20240709 ~ 20240722,군포문화재단
997,경기,청년 전월세보증금 대출이자 지원 추가모집(평택시),주거,청년의 주거비 부담 완화 및 사회진입을 지원하여 정주하고 싶은 도시 평택을 만들고자 2024년 「평택시 청년 전월세보증금 대출이자 지원」사업 참여자를 추가 모집함,,20240729 ~ 20240807,경기도 평택시
998,경기,청년 전·월세 보증금 대출이자 지원사업 (화성시),주거,청년들의 주거비 부담 완화와 정주여건 향상을 위해 「2024년 화성시 청년 전월세보증금 대출이자 지원사업」 참여자를 모집,,20240717 ~ 20240802,경기도 화성시
999,경기,청년 전월세 보증금 대출이자 지원 (군포시),주거,군포시에 정착하는 청년의 주거비 부담을 완화하여 자립기반을 강화하고 안정된 정주여건을 조성,,20240722 ~ 20240802,경기도 군포시
1000,경기,하반기 안양시 청년 이사비 지원사업 모집,주거,안양시 2024년 하반기 청년 이사비 지원사업 대상자 모집,,20240715 ~ 20240830,경기도 안양시 청년정책관
1001,경기,안양시 청년상 후보자 추천 공고,참여.권리,제6회 안양시 청년상 후보자 추천 공고,,20240701 ~ 20240726,문의 : 안양시청 청년정책관
1002,경기,단절과 고립을 넘어 다시 연결되는 '가족관계 회복프로그램',복지.문화,가족관계 회복프로그램,,20240701 ~ 20240724,지식순환사회적협동조합
1003,경기,하반기 안양시 청년 전월세보증금 대출이자 지원사업,주거,2024년 하반기 안양 청년 전월세보증금 대출이자 지원사업(인터레스트 지원사업)',,20240717 ~ 20241031,"경기도 안양시 청년정책관, NH농협 안양시지부"
1004,경기,안양시 가족센터 청년대상 교육,복지.문화,안양시 가족센터 교육 프로그램,,20240708 ~ 20240719,안양시 가족센터
1005,경기,용인청년 인생설계학교 [라이프코스],일자리,인생전환기의 청년에게 자기 이해와 진로 설정의 기회를 제공하는 프로그램,,20240715 ~ 20240726,용인청년LAB
1006,경기,소상공인 창업아카데미 등용문 9기(안양시),일자리,(예비)소상공인의 준비된 창업 유도와 경영 안정화 도모,,20240617 ~ 20240731,안양시상권활성화센터
1007,경기,슬기로운 청년생활+_1:1 고민상담 7월 신청자 모집(수원시),복지.문화,경기청년공간 프로그램 지원 사업,,20240618 ~ 20240731,수원시청년지원센터
1008,경기,슬기로운 청년생활(7월)_역량강화 프로그램 통합 모집(수원시),일자리,수원시청년지원센터 청년 프로그램,,20240618 ~ 20240731,수원시청년지원센터
1009,경기,슬기로운 청년생활(7월)_취업지원 프로그램 통합 모집(수원시),일자리,수원시청년지원센터 청년 프로그램,,20240618 ~ 20240731,수원시청년지원센터
1010,경기,수용-전념 명상 프로그램 ‘불안 다루기’ (부천시),복지.문화,부천시 청년 대상 스스로의 마음을 다룰 수 있는 방법을 배울 수 있는 청년 대상 수용-전념 명상 프로그램 <불안 다루기>을 진행합니다. 부천시 청년의 많은 관심과 참여 부탁드립니다.,,20240627 ~ 20240805,"부천시보건소,부천시정신건강복지센터"
1011,경기,수원 전입청년 단기 숙소 '새빛호스텔',주거,수원시 전입 예정 청년의 자립 기반 마련 및 거주 부담 완화에 도움,,,수원시 청년지원센터 청년기획팀
1012,경기,수원화성문화제 축제기획홍보단 '수행원 2기' 모집,복지.문화,61회 수원화성문화제를 함께 만들어 나갈 축제기획홍보단 '수행원 2기' 모집,,20240701 ~ 20240721,수원시청
1013,경기,예비창업패키지 Pre-WoW!사전인큐베이팅(수원시),일자리,"예비창업자 멘토링 및 컨설팅, 발표 자료 제작 지원, 피칭훈련",,20240708 ~ 20240726,수원대학교
1014,경기,청년 미래설계교육 '내 집 마련 준비와 방법'(수원시),주거,광교종합사회복지관 미래설계교육,,20240701 ~ 20240727,광교종합사회복지관 지역3팀
1015,경기,동두천시 7월 청년 프로그램 신청자 모집,참여.권리,동두천시 청년들을 위한 7월 프로그램,,20240701 ~ 20240720,동두천시 여성청소년과
1016,경기,7월 취업로드맵 참여자 모집(남양주시),일자리,남양주일자리센터 7월 취업지원 프로그램,,20240701 ~ 20240723,남양주시 일자리정책과
1017,경기,8월 우리동네 청년꽃간(남양주시),참여.권리,남양주시 생활밀착형 청년공간 ＂우리동네 청년꽃간＂ 8월 무료 프로그램 참여자 모집,,20240715 ~ 20240726,남양주시 청년정책과
1018,경기,7월 청년챙김(광주시),일자리,"구직단념청년과 자립준비청년을 위한 3단계(비움, 채움, 세움) 프로그램",,20240701 ~ 20240731,광주시 청년지원센터
1019,경기,3일 만에 배우는 합격 면접 스킬(광주시),일자리,취업직무 프로그램 '3일 만에 배우는 합격 면접 스킬',,20240701 ~ 20240717,광주시 청년지원센터
1020,경기,고양시 3D 바이오프린팅 인재 양성 교육,교육,3D 바이오프린팅 인재양성 교육프로그램,,20240701 ~ 20240719,고양특례시 전략산업과
1021,경기,청년 면접 지원 사업(가평군),일자리,"구직활동에 필요한 증명사진, 헤어·메이크업, 면접정장 대여비 지원",,,가평군 일자리정책과 청년팀
1022,경기,청년 로컬크리에이터 양성 교육 참여자 모집(가평군),일자리,지역자원 기반 창업아이디어 발굴 및 지역문제 해결에 기여할 청년 로컬크리에이터 양성,,20240704 ~ 20240719,가평군 일자리정책과 청년팀
1023,경기,안성맞춤 청년주택(기숙사형) 입주자 모집 (안성시),주거,"LH 기숙사형 청년주택을 대학생 및 대학원생, 19세 이상 39세 청년에게 시중시세의 40% 수준으로 임대하는 주택",,20240723 ~ 20240726,안성시청
1024,경기,청년 달팽이 휴게소 (안산시),복지.문화,고립은둔 청년을 위한 안산시의 심리지원서비스,,20240701 ~ 20241231,"안산시 단원보건소, 안산시 정신건강복지센터"
1025,경기,청년1인가구 응원박스(의정부시),복지.문화,의정부시 거주 1인가구 청년의 자립과 생활안정을 위한 응원박스,,20240701 ~ 20240719,의정부시 청년센터
1026,경기,신혼부부학교 신청자 모집(평택시),일자리,평택시 청년지원센터에서 신혼 부부학교 신청자 모집,,20240708 ~ 20240723,평택시 청년지원센터
1027,경기,청장년 야간 마음건강상담 '달밤 마음쉼터'(수원시),복지.문화,직장생활 등으로 주간상담을 이용할 수 없는 수원시 청장년을 위한 야간 무료상담,,20240710 ~ 20241126,수원시행복정신건강복지센터
1028,경기,청년예술인주택 입주 추천대상자 모집 (부천시),주거,지역전략산업을 육성하고 문화콘텐츠 및 예술 분야의 미래 인재들에게 안정적인 주거공간을 지원하기 위해 지역전략산업지원주택(청년예술인주택)의 입주대상자로 예술인 분들을 추천,,20240716 ~ 20240723,경기도 부천시
1029,경기,파주청년창업지원센터 신규입주자 모집,일자리,파주시 특화산업분야 청년창업활성화를 위한 「파주청년창업지원센터」의 ‘24년도 1차 신규 입주자를 모집,,20240705 ~ 20240725,"파주시, 경기 테크노파크"
1030,경기,"청년지원공모 『청년이, 해봄』 6기(하반기) 모집 (성남시)",참여.권리,성남시 청년들의 다양한 모임을 지원하고 청년들의 아이디어와 가치실현의 기회를 제공하는 활동지원 프로그램,,20240701 ~ 20240714,성남시청년지원센터 청년이봄
1031,경기,하반기 중소기업 청년노동자 근속장려금 지원사업 (이천시),일자리,이천시 청년노동자를 위한 「중소기업 청년노동자 근속장려금 지원」 사업,,20240701 ~ 20240731,경기도 이천시
1032,경기,하반기 청년인턴 모집 (안산시),일자리,청년 미취업자의 현장 실무경험을 통한 역량강화 및 진로탐색 기회를 제공하고자 「2024년도 하반기 안산시 청년인턴사업」 참여자를 모집,,20240710 ~ 20240719,경기도 안산시
1033,경기,화성시 제약·바이오 전문가 양성과정 교육 참여자 모집,교육,실무 중심 교육을 통해 제약·바이오 분야 산업 현장에 즉시 투입될 수 있는 현장형 연구개발 전문인력 양성을 위한 화성시 제약·바이오 전문가 양성과정에 참여할 교육생을 모집,,20240628 ~ 20240710,경기도 화성시
1034,경기,청년창업 컨설팅 지원 참여자 모집 (화성시),일자리,창업을 추진하는 화성시 청년들의 애로사항 해결 및 실질적 역량강화를 위한 지원 사업인 「청년창업 컨설팅 지원」 참여자를 모집,,20240701 ~ 20240710,경기도 화성시
1035,경기,청년 마음건강 상담소(시흥시),복지.문화,"우울, 불안, 스트레스로 어려움을 겪고 있는 청년을 위한 상담",,20240704 ~ 20240717,시흥시정신건강복지센터
1036,경기,7월 찾아가는 자기소개팅-대면(고양시),일자리,취업 전문 컨설턴트와 함께하는 1:1 오프라인 컨설팅,,20240701 ~ 20240731,고양시 청취다방
1037,경기,7월 마음소풍-대면 심리상담(고양시),복지.문화,전문상담사와 함께 하는 1:1 대면 심리상담(심화),,20240701 ~ 20240731,고양시 청취다방
1038,경기,7월 온라인 취업컨설팅(고양시),일자리,고양시 청년을 위한 비대면 온라인 취업컨설팅,,20240701 ~ 20240731,고양시 청취다방
1039,경기,7월 마음산책-비대면 심리상담(고양시),복지.문화,고양시 청년의 마음건강을 위한 1:1 비대면 심리상담,,20240701 ~ 20240731,고양시 청취다방
1040,경기,7월 청스타-대면 심리상담(고양시),복지.문화,고양시 청년의 마음건강을 위한 1:1 대면 심리상담 '청스타'(청년스트레스타파),,20240701 ~ 20240731,고양시 청취다방
1041,경기,2차 구리시 무주택 신혼부부 전월세자금 대출이자 지원 사업,주거,2024년 2차 구리시 무주택 신혼부부 전월세자금 대출이자 지원 사업 공고,,20240715 ~ 20240719,구리시 기획예산담당관 지속가능발전팀
